p1.cpfCnpj,p2.cpfCnpj,frequency
02483928000108,09053134000226,2
13312369000181,16417577000133,2
10291098000137,05449553000140,2
05302037000198,04591903000145,2
09234429000118,07803245000104,2
24504409000103,10226284000192,2
09039574000148,09193047000193,2
00005332315406,00035652120800,2
12940493000129,40953788000175,2
05285282000134,09361916000141,2
11407854000103,04980517000145,2
00009180173438,00022741681805,2
54858014000170,06224321000156,2
00098291416400,00002189770777,2
06229829000147,17020542000129,2
17020542000129,07400977000145,2
00785860000188,04591903000145,2
12040718000190,05932624000160,2
12305387000173,40787152000109,2
08321484000182,40964066000116,2
00000133066851,00010557629497,2
05008240000156,12882932000194,2
02956500000127,00301402000126,2
00085822000112,04159816000113,2
07190090000170,03763290000113,2
09234429000118,09097333000155,2
00079836321420,00004444729830,2
01722296000117,06234797001220,2
00022741681805,00002368148426,2
05080790000186,12301419000162,2
05949261000176,05531386000181,2
07583037000139,08825569000106,2
07484373000124,06224321000156,2
15264234000113,12711282000114,2
24144040000175,36377091000126,2
09095183000140,02737867000150,2
11928476000103,05350766000110,2
00000133066851,00007502775480,2
05024954000158,40953788000175,2
33000118000179,33530486003225,2
06234797000178,63478895000194,2
08819724000173,12882932000194,2
09341462000147,10627398000144,2
13433905000105,08366976000194,2
10774974000186,09814307000109,2
14651877000157,04829970000155,2
00098291416400,00003859912402,2
11089066000116,15807855000104,2
03763290000113,08527137000100,2
07384777000146,14779503000111,2
02464845000163,06198597000107,2
41141383000103,07694009000270,2
09037491000110,05765913000112,2
05008240000156,67729178000491,2
06224321000156,08778201000126,2
09268680000101,08370039000102,2
02485475000140,04826424000160,2
00007554530429,00000133066851,2
00821449000110,15155318000119,2
00995371000150,67729178000491,2
07324070000144,15033987000118,2
11028345000170,18604768000130,2
06027925001001,11028345000170,2
04654716000163,11435695000150,2
14280894000125,05797987000130,2
33000118001221,02349756000176,2
04980517000145,11407854000103,2
03014241000188,41138298000188,2
05449553000140,07220883000194,2
16826043000160,10779833000156,2
05024954000158,05080790000186,2
00018608374846,00022741681805,2
00002368148426,00022741681805,2
07384777000146,14821365000191,2
10806118000165,02437365000103,2
04453838000191,09350715000149,2
44734671000151,54858014000170,2
41116138000138,01275877000158,2
07661707000198,09145268000196,2
44734671000151,00995371000150,2
05253747000175,05765913000112,2
09329259000155,05106015000152,2
73856593000166,05782733000149,2
00045099545149,00020065433858,2
05535319000135,08856937000175,2
02483928000108,11896538000142,2
01722296000117,06696359000121,2
03538267000125,07807909000103,2
00412020000170,04654716000163,2
09912207000107,24506743000104,2
04546546000101,05218264000130,2
17892706000108,18658386000199,2
01571702000198,08778201000126,2
40953788000175,11506179000170,2
08719794000150,70097530000185,2
04826424000160,02629120000188,2
08160290000142,40787152000109,2
00010557629497,00026250039449,2
03817043000152,10831701000126,2
00010206637403,00035652120800,2
12610267000180,05374977000192,2
16750167000100,03100722000106,2
54858014000170,01722296000117,2
00004560645400,00011749024500,2
17312837000179,01823326000181,2
04826424000160,18137728000125,2
02368789000163,04438212000106,2
00004444729830,00004851093446,2
00008219522429,00004064231481,2
40946576000160,05797987000130,2
07227808000155,02956500000127,2
35572916000109,08696148000114,2
06628333000146,67630541000174,2
40787152000109,65817900000171,2
09912207000107,10564673000128,2
00002368148426,00011185191402,2
00026901816812,00000133066851,2
00010420768475,00079884733449,2
05015356000112,05449553000140,2
06954256000114,16417577000133,2
05024954000158,02659765000163,2
08527137000100,13603534000154,2
03763290000113,70097282000172,2
08696148000114,09362211000149,2
11054242000184,24280828000109,2
08056849000199,09047935000106,2
05790756000103,09266128000176,2
00022741681805,00091056420430,2
14821365000191,07384777000146,2
35583475000132,09219563000140,2
04654716000163,06788308000120,2
07484373000124,06234797000178,2
13656820000188,18084329000143,2
08160290000142,63478895000194,2
01098180000159,40953788000175,2
08282077000103,06069729000281,2
19447850000160,08370039000102,2
07674705000133,35500289000192,2
08856937000175,08297855000138,2
00062225588449,00026901816812,2
10806118000165,13312369000181,2
08439201000100,36377091000126,2
05928203000166,08228010000190,2
08056849000199,09221904000111,2
13493236000159,09221904000111,2
04453838000191,14466615000112,2
08561086000133,07526979000185,2
05374977000192,11508867000179,2
05782733000149,09122605000120,2
04159816000113,05782733000149,2
00231008000169,10857845000151,2
10291098000137,05393059000100,2
00022741681805,00011749024500,2
05393059000100,11448947000186,2
05896491000114,07105780000183,2
04679119000193,10831701000126,2
07575881000118,11634427000168,2
16826043000160,06224321000156,2
41141383000103,04453838000191,2
08973901000171,07227808000155,2
01022531000148,10564673000128,2
00821449000110,08973901000171,2
09266128000176,07354656000151,2
05364404000188,03705891000170,2
00002189770777,00003859912402,2
08674752000140,03246587000101,2
05449553000140,24506743000104,2
02975570000122,06224321000156,2
03977181000107,17742151000118,2
15626860000102,16541244000111,2
00032378275846,00007809642413,2
00005892415406,00028889176881,2
10997953000120,33530486003225,2
67729178000220,03817043000152,2
35425172000191,09122605000120,2
05782733000149,65817900000171,2
05218264000130,11448947000186,2
09912207000107,02927946000123,2
00022741681805,00002839250438,2
05218264000130,04546546000101,2
09004901000126,11448947000186,2
06234797000178,07484373000124,2
04023803000112,01275877000158,2
09185570000178,02956500000127,2
01040838000171,41152398000169,2
01884446000199,01571702000198,2
07936090000176,10592570000171,2
11456156000106,18568641000102,2
07766436000135,18568641000102,2
00762455000144,67630541000174,2
00005639766409,00069233802434,2
00360305004010,33066408080801,2
26921908000121,10831701000126,2
40787152000109,73856593000166,2
63478895000194,06234797000178,2
00018608374846,00010420768475,2
16826043000160,24280828000290,2
13603534000154,08527137000100,2
10710304000104,07766436000135,2
24116337000127,05613388000110,2
03063269000105,07540724000177,2
00007172269489,00002612982400,2
09053134000145,00821449000110,2
17318988000134,41116302000107,2
56014475000191,05896491000114,2
10365996000192,04654716000163,2
04453838000191,19447850000160,2
01571702000198,32734295000116,2
05024954000158,02974662000198,2
07841319000199,35423169000139,2
01098180000159,02659765000163,2
04034176000115,15348142000111,2
05253747000175,07190090000170,2
05449553000140,02629120000188,2
13493236000159,01275877000158,2
04187384000154,42274928000104,2
05449553000140,15033987000118,2
07694009000270,05449553000140,2
07914131000123,05219643000144,2
41118886000150,44734671000151,2
04099366000110,00762455000144,2
15407975000106,41577669000128,2
17512503000149,03255805000174,2
00002368148426,00004560645400,2
10685396000101,10750168000178,2
06224321000156,06081203000136,2
11090407000173,11482605000182,2
00002368148426,00035652120800,2
01722296000117,06234797000178,2
05080790000186,10775856000192,2
10405481000179,08720827000181,2
07177669000100,07766436000135,2
02659765000163,00642923000147,2
44734671000151,63478895000194,2
00076845435472,00079884733449,2
07190090000170,16693935000130,2
10997953000120,33066408080801,2
33000118001221,00360305004010,2
09221904000111,09047935000106,2
07523694000190,70206586000120,2
00821449000110,09053134000145,2
06224321000156,67729178000491,2
07678950000119,01615529000182,2
14821365000191,13132866000106,2
00010206637403,00037391925420,2
00000000009903,02737867000150,2
41577669000128,03196316000199,2
06224321000156,26921908000121,2
13656820000188,07389284000107,2
00004560645400,00011185191402,2
07694009000270,08561086000133,2
08706350000180,70114780000186,2
09329259000155,04679119000193,2
12806121000104,02974662000198,2
09053134000145,08778201000126,2
00035652120800,00002368148426,2
11079047000109,02956500000127,2
07833708000172,06039211000114,2
19051973000188,20381795000132,2
17227485000153,06948769000112,2
00037391925420,00011185191402,2
04196645000100,00360305004010,2
08584137000142,03977181000107,2
17809782000107,10204697000176,2
05110330000153,05928203000166,2
10564673000128,05449553000140,2
01722296000117,05106015000152,2
02659765000163,03705891000170,2
00079884733449,00037391925420,2
07220883000194,24116337000127,2
11622715000100,12209627000136,2
00006174371492,00002408297435,2
15807855000104,07766436000135,2
09145268000196,09088233000162,2
10564673000128,01823326000181,2
03446400000113,11634427000168,2
00007502775480,00002612982400,2
06027925001001,07354656000151,2
16750167000100,10365996000192,2
24280828000290,16826043000160,2
08493422000158,24504409000103,2
06234797000178,67729178000220,2
01945326000154,09047935000106,2
00007502775480,00000133066851,2
04408503000151,02956500000127,2
07575881000118,13416446000143,2
02659765000163,05080790000186,2
11896538000142,75014167000100,2
06197476000140,10564673000128,2
15155318000119,24506743000104,2
02485475000140,07910782000145,2
00002368148426,00006174371492,2
35334424000177,17227485000153,2
00007172269489,00010334867444,2
00000356157881,00053080971434,2
01838726000160,11634427000168,2
02934130000127,40938508000150,2
00037391925420,00010206637403,2
65817900000171,12882932000194,2
05218264000130,04826424000160,2
12301419000162,01222778000108,2
35423169000139,08306584000130,2
40787152000109,32734295000116,2
00035652120800,00091056420430,2
09350715000149,04453838000191,2
10997953000120,04196645000100,2
05598984000178,09053134000226,2
40953788000175,02864612000158,2
09358430000154,09215807000116,2
24504409000103,08706350000180,2
00009180173438,00018608374846,2
15155318000119,02927946000123,2
07936090000176,10445253000122,2
05782733000149,40787152000109,2
00097291862434,00020065433858,2
35583475000132,24201253000191,2
01040838000171,40869463000109,2
08852998000164,08834137000153,2
17742151000118,05672519000130,2
00091056420430,00018608374846,2
41152398000169,05530615000143,2
07681597000126,17020542000129,2
00004064231481,00045099545149,2
09004901000126,12734018000104,2
10564673000128,09912207000107,2
08439201000100,40869463000109,2
13312369000181,02977362000162,2
18134823000175,07575881000118,2
08829277000133,07523694000190,2
07400977000145,07694009000270,2
06027925001001,24116337000127,2
05893097000122,16826043000160,2
11636967000180,12553018000108,2
41118886000150,67729178000220,2
01524633000161,08181106000140,2
07766436000135,10710304000104,2
10291098000137,06196577000105,2
07190090000170,03538267000125,2
10204697000176,03255805000174,2
10627398000144,09341462000147,2
02927946000123,11079047000109,2
00004560645400,00022741681805,2
15285476000193,17290835000126,2
14466615000112,17318988000134,2
05110330000153,07543314000180,2
35423169000139,11208403000147,2
00035652120800,00037391925420,2
02659765000163,02974662000198,2
02287694000115,07354656000151,2
26921908000121,06948769000112,2
42274928000104,04187384000154,2
00079884733449,00010420768475,2
04654716000163,20873342000123,2
02659765000163,12806121000104,2
00010206637403,00079884733449,2
26921908000393,06224321000156,2
05782733000149,02483928000108,2
07841319000199,41205907000174,2
05449553000140,07324070000144,2
11634427000168,03446400000113,2
12040718000190,17318988000134,2
12710916000114,70099924000172,2
05932624000160,01571702000198,2
02974662000198,02659765000163,2
07592004000155,14935042000129,2
07190090000170,07227808000155,2
17318988000134,41141383000103,2
09047935000106,08056849000199,2
09221904000111,07914131000123,2
35534205000131,07389284000107,2
00022741681805,00010218422490,2
05765913000112,15626860000102,2
70099924000172,12710916000114,2
41577669000128,15407975000106,2
03063269000105,02152129000140,2
07272309000180,20381795000132,2
09221904000111,12610267000180,2
03965517000103,16826043000160,2
13656820000188,06948769000112,2
33000118001221,10997953000120,2
01518579000141,10997953000120,2
01571702000198,44734671000151,2
07694009000270,00821449000110,2
00002368148426,00002839250438,2
63478895000194,17227485000153,2
05393059000100,03100722000106,2
35500289000192,07674705000133,2
07046164000107,15348142000111,2
05530615000143,41152398000169,2
00010218422490,00004133903498,2
19518563000102,00085822000112,2
00009180173438,00035652120800,2
00412020000170,01823326000181,2
70206586000120,08829277000133,2
00079884733449,00076845435472,2
70097530000185,44734671000151,2
09053134000145,04408503000151,2
00026250039449,00007554530429,2
17892706000108,05218264000130,2
13171283000186,11456156000106,2
02281006000100,06234797000178,2
17318988000134,14466615000112,2
17290835000126,15285476000193,2
11505107000108,10365996000192,2
05215437000166,04826424000160,2
00091056420430,00010420768475,2
05393059000100,10291098000137,2
14779503000111,04502287000109,2
00061837270406,00004531903404,1
09211871000129,00879316000103,1
06103305000105,00034319336453,1
06081565000127,41203514000121,1
00958548000220,11456156000106,1
06207441000145,05932624000160,1
09329259000155,11928476000103,1
02629120000188,06948769000112,1
07227808000155,02517553000141,1
05449553000140,41141383000103,1
04034176000115,15479263000100,1
00837722000103,01222778000108,1
06352068000116,11426166000190,1
11456156000106,11896538000142,1
00029009605841,00038537346187,1
01496690000184,07404852000193,1
00007713456406,00051892480468,1
17278993000160,18653044000186,1
08924193000189,13637564000181,1
07914131000123,41222829000116,1
00005942787409,09047935000106,1
00009157264406,00009569928468,1
18957424000104,06196577000105,1
41203514000121,41152398000169,1
00037451251420,10703911000139,1
09260831000177,10831701000126,1
00003466136474,09073628000191,1
12085495000188,61600839000155,1
00007215939413,00026250039449,1
02780697000196,09323098000192,1
11079047000109,12681342000101,1
10775856000192,03705891000170,1
01704290000117,09478023000180,1
05000571000140,13272584000104,1
10676491000149,08008183000101,1
41116138000138,07147056000112,1
09037491000110,24504409000103,1
07484373000124,06948769000112,1
40953788000175,19407083000166,1
10291098000137,18957424000104,1
74315607000105,32040529000125,1
01309949000130,04050750000129,1
09601610000115,10779833000156,1
07575881000118,17651770000105,1
13312369000181,10564673000128,1
12711139000122,09350715000149,1
00088440532415,00002304613446,1
09685217000157,09183224000150,1
00007215939413,00010557629497,1
17020542000129,05375249000103,1
59231530000193,09441460000120,1
11807734000101,00020559364415,1
16826043000160,09265572000177,1
02477571000147,63478895000194,1
44734671000151,12929519000138,1
43940618000144,00005140577429,1
04910323000173,05893097000122,1
00000763185833,00010971811466,1
40968588000196,05765913000112,1
04438212000106,19447850000160,1
02213325000269,29979036016306,1
00091056420430,00011185191402,1
12301419000162,05449553000140,1
15150747000101,14466615000112,1
12306327000175,08934225000127,1
48240709000190,06117800000173,1
00010206637403,00008250785479,1
02864612000158,10775856000192,1
13115819000146,08321484000182,1
00051892480468,00001922435430,1
33000118001221,00039223957400,1
00002839250438,00008250785479,1
10806118000165,15659814000100,1
33255787000191,09441460000120,1
12681342000101,17020542000129,1
07914131000123,19420845000164,1
03538267000125,12889652000108,1
16867073000115,17353222000190,1
12614707000177,03705891000170,1
00085485934404,00070132271451,1
12466706000122,11622715000100,1
07384777000146,00013320203487,1
07130287000113,10857845000151,1
43940618000144,12734018000104,1
10757876000130,14455837000130,1
05699871000673,63478895000194,1
01884446000199,04099366000110,1
07358710000137,16994727000171,1
06921704000183,03742173000173,1
05914539000170,04159635000197,1
04099366000110,10554743000167,1
00011749024500,00004064903412,1
09323098000192,02780697000196,1
13132866000106,08035873000141,1
08866588000172,71957310000147,1
00301402000126,05165578000111,1
00010206637403,00007713456406,1
17227485000153,01260848000112,1
08829277000133,41205907000174,1
63478895000194,08674752000140,1
01275877000158,07914131000123,1
14827145000175,00087322838491,1
11899853000123,07870719000122,1
00007713456406,00005371704485,1
05449553000140,12058073000113,1
07880044000100,08327231000116,1
97525441000149,09426656000145,1
04604635000159,02503493000108,1
24103343000140,24116337000127,1
05393059000100,17633219000120,1
07389284000107,05932624000160,1
17318988000134,05393059000100,1
10753101000197,12889652000108,1
08233233000146,07841319000199,1
09685217000157,09143181000180,1
12698017000143,05531386000181,1
05218264000130,08374053000184,1
61282661000141,73856593000166,1
00091056420430,08878428000143,1
04591903000145,07190090000170,1
10575163000156,06224292000122,1
17473013000180,05673035000105,1
02281006000100,67729178000220,1
07678950000119,12916888000196,1
02301135000112,07142077000145,1
10482566000150,07925120000149,1
18114981000163,15033987000118,1
05394053000158,05530615000143,1
10775856000192,04574809000188,1
05896491000114,04043163000102,1
10676491000149,05022719000147,1
02974662000198,09183224000150,1
19125796000137,33255787000191,1
00003142735496,00010912946407,1
07773952000197,40938508000150,1
05393059000100,10673625000178,1
16491941000105,07841319000199,1
07936090000176,08933848000185,1
06880808000197,12610267000180,1
08983789000150,57532343000114,1
04064641000160,10719048000108,1
09623522000114,08229028000107,1
00002204496430,00032378275846,1
03763290000113,10548447000153,1
17558526000194,13330880000106,1
00097765961420,00011185191402,1
07272309000180,16935186000100,1
15348142000111,18170656000118,1
00052045099849,18604768000130,1
05000571000140,95433397000111,1
07222185000209,09007162000126,1
08771702000180,08790792000319,1
03998680000172,02357604000115,1
00072783753472,14689627000106,1
10703911000139,01645738002112,1
08287535000105,05031301000104,1
10739475000158,14466615000112,1
07766436000135,09244401000161,1
00007256167415,00010255437420,1
04159816000113,20812326000120,1
34028316366353,03708204000170,1
00002408297435,00091056420430,1
00004539092480,00035652120800,1
35534205000131,11041333000185,1
09139225000106,07239645000120,1
09225635000161,10541325000135,1
08685277000107,00568160000131,1
01331989000189,10464359000173,1
24116337000127,02517553000141,1
00035652120800,00006853331400,1
10291098000137,09268680000101,1
02723334000119,05569299000113,1
02718049000100,02974662000198,1
33000118000179,02737867000150,1
18155844000177,00084963620430,1
02223342000104,01722296000117,1
08965403000187,03823681000186,1
10831701000126,02044971000169,1
55979736000145,10554743000167,1
19894768000184,11622715000100,1
03998680000172,02445490000165,1
08297855000138,07526979000185,1
00018608374846,00009269120465,1
00010229992498,00009569928468,1
09139551000105,08041620000180,1
00028889176881,00003528491426,1
15659814000100,19918905000173,1
32734295000116,41118886000150,1
08076127000104,10914140000129,1
03919466000183,35503556000185,1
05000571000140,54858014000170,1
13684250000130,06224321000156,1
09912207000107,15807855000104,1
00095386130404,01535721000169,1
10758902000145,08686875000109,1
24116337000127,08602732000163,1
00018608374846,00007713456406,1
06954256000114,05765913000112,1
05374977000192,10317529000197,1
10831701000126,13115862000101,1
07123473000125,04499351000140,1
08228146000109,42194191000110,1
19447850000160,41141383000103,1
16693935000130,08527137000100,1
06265304000167,02974662000198,1
17318988000134,01789822000166,1
11089066000116,90909631000110,1
10635861000108,11843597000152,1
02927946000123,19447850000160,1
00007713456406,00002408297435,1
04420916000151,03518898000182,1
01571702000198,01274126000117,1
06217437000168,05862551000188,1
11336916000133,11589693000116,1
14958510000180,00002475352493,1
03601910000118,09004901000126,1
00002304613446,00002658376421,1
65817900000171,35425172000191,1
10482566000150,13089587000107,1
09245424000190,14237493000192,1
10226284000192,17802566000130,1
10806118000165,61074175000138,1
10365996000192,81229858000124,1
10761617000183,14070919000166,1
00007424803484,00018608374846,1
09350715000149,03160525000182,1
10782385000140,00000185337449,1
05613388000110,15348142000111,1
00009476481439,00005371704485,1
05613388000110,18604768000130,1
07766436000135,09323098000192,1
08592131000117,09588060000141,1
95433397000111,11101480000101,1
40869463000109,04685950000158,1
40946576000160,35583475000132,1
07227808000155,09151328000183,1
13174472000102,05102533000106,1
00010255437420,00003387843496,1
08674752000140,10483375000103,1
08667377000100,38911574000194,1
07227808000155,14458916000102,1
16417577000133,05765913000112,1
17512503000149,40811101000167,1
19447850000160,13312369000181,1
05449553000140,17472278000164,1
61100244000130,00595037000100,1
00098207830468,00004437706463,1
02368789000163,02199904000113,1
00003486604481,00001981923470,1
03426484000123,13441051000109,1
14642522000100,12698017000143,1
10775856000192,00123165000150,1
17394356000150,09353327000111,1
04828511000157,17809782000107,1
09007162000126,06948769000112,1
15479263000100,19894768000184,1
03531403000155,73008682000152,1
00048694975491,08599778000170,1
61418042000131,02223342000104,1
00050918672449,03330023000152,1
11634427000168,08228010000190,1
05259567000109,05449553000140,1
11435695000150,24116337000127,1
07485559000106,24219966000182,1
08778201000126,09053134000226,1
00009835390495,00002408297435,1
41149410000186,04591903000145,1
00022741681805,04502287000109,1
61585824000165,04469133000162,1
10427090000155,17686899000140,1
05008240000156,09329259000155,1
04502287000109,00011749024500,1
00057615675804,00010255437420,1
01698341000145,03503388000131,1
07148726000115,03100722000106,1
16750167000100,11791908000187,1
06081565000127,09221904000111,1
03080161000120,17512503000149,1
00002090057424,00009580359466,1
11071174000161,12711139000122,1
07389284000107,05896491000114,1
08493422000158,15586856000168,1
08327231000116,01615529000182,1
08846230000188,10589150000136,1
07190090000170,24506743000104,1
15364149000127,21506920000156,1
00016168453415,00039653668404,1
11475124000140,14466615000112,1
10207650000166,09088233000162,1
05150338000143,49324221000880,1
58430828000160,61282661000141,1
13312369000181,19447850000160,1
18451598000109,02088608000145,1
00007319149451,24175938000100,1
01558483000107,04034176000115,1
35496595000100,08841421000157,1
08841421000157,08327231000116,1
00058441980420,00007624530449,1
07160019000144,40782468000108,1
12040718000190,95433397000111,1
13033569000103,00069035946472,1
02445490000165,09177585000194,1
00007642826460,00008223456419,1
22932728000194,18658386000199,1
10806118000165,19125796000137,1
16567973000147,05757771000141,1
00086231000160,40811440000143,1
05393059000100,15218934000171,1
24144040000175,04523923000189,1
09341462000147,05535319000135,1
07897039000100,09265572000177,1
00002408297435,00005332315406,1
19253218000186,07227808000155,1
00007624530449,00009179362486,1
06196577000105,15150747000101,1
19461762000113,02287694000115,1
08983789000150,19125796000137,1
01072992000125,01274126000117,1
02934130000127,07773952000197,1
44734671000151,07484373000124,1
63478895000194,40964066000116,1
07484373000124,35534205000131,1
10757876000130,12040718000190,1
05593405000285,61585824000165,1
65817900000171,08076127000104,1
04469133000162,61100244000130,1
03186531000109,17517638000105,1
08493422000158,09037491000110,1
11208130000130,12040718000190,1
35425172000191,04159816000113,1
00007502775480,00009157264406,1
18208493000115,00088453863415,1
04462728000196,08696148000114,1
08370039000102,17512503000149,1
04115617000103,02564488000105,1
03230915000181,00879316000103,1
05530615000143,05394053000158,1
00000000000191,07148726000115,1
11907846000126,02871166000109,1
70097530000185,73856593000166,1
00040826309453,00087322838491,1
02974662000198,01040838000171,1
14458916000102,41116302000107,1
05287113000133,12040718000190,1
06224321000156,10445253000122,1
17892706000108,08561086000133,1
13493236000159,19420845000164,1
00005751893476,00010557629497,1
02502673000175,03255805000174,1
11899853000123,24144040000175,1
07674705000133,08750590000181,1
10719048000108,04064641000160,1
13433905000105,35423169000139,1
08730491000138,08652799000102,1
07841319000199,02674088000152,1
00037391925420,00006853331400,1
10903331000195,09499826000111,1
00000000009903,09245424000190,1
10554743000167,02975570000122,1
10779833000156,54178983000180,1
04806084000106,09912207000107,1
14313838000140,12563784000145,1
19407083000166,01222778000108,1
08811226001903,19253218000186,1
00558943000134,05548063000109,1
05782733000149,04027894000326,1
10600699000184,14779503000111,1
01066270000168,16994727000171,1
05531386000181,14455837000130,1
81243735000148,40964066000116,1
06628333000146,09122605000120,1
17489702000183,02287694000115,1
02871166000109,12466706000122,1
00010557629497,00005751893476,1
04970329000136,00301402000126,1
04346740000135,07664680000197,1
00011749024500,00009180173438,1
07807909000103,09143181000180,1
00097765961420,00091056420430,1
04203988000147,35628668000162,1
08311856000190,01571702000198,1
02223342000104,37844479000152,1
88766936000179,07841319000199,1
11456156000106,63478895000194,1
05080834000178,08268683000174,1
01571702000198,05686973000140,1
22113946000105,00171428000105,1
03500830000176,08525867000172,1
41116138000138,01698341000145,1
10676242000153,14510053000167,1
07190090000170,17171401000107,1
09376159000180,61074175000138,1
41118886000150,19570720000382,1
00006313074432,00008284060493,1
04462728000196,04561375000181,1
18425308000144,05218264000130,1
08811226001903,08370039000102,1
03313938000150,00088837807449,1
00593476000183,02035769000170,1
05449553000140,09140351000172,1
04826424000160,02975570000122,1
04826424000160,10391836000118,1
12727476000108,61198164000160,1
04196645000100,10337678000118,1
11456156000106,10806118000165,1
15538725000105,18137533000185,1
11089066000116,00958548000220,1
10319612000103,08834137000153,1
40787152000109,01961103000180,1
07354656000151,35628668000162,1
00765965000175,08320277000103,1
02974662000198,24103343000140,1
09382946000134,00958548000220,1
67729178000491,01571702000198,1
18084329000143,06224321000156,1
05000571000140,06889652000105,1
06074050000108,17444553000136,1
10831701000126,07880044000100,1
10564673000128,03255805000174,1
13416446000143,02212119000153,1
11087496000107,07358710000137,1
05514737000146,11533175000180,1
03086586000147,02305832000141,1
00022741681805,05570421000171,1
09073628000191,00005371704485,1
11118769000125,04602789000101,1
00171428000105,12428243000104,1
10758902000145,08766483000141,1
70104344000126,16682179000144,1
03395396000101,08527137000100,1
07694009000270,03365134000102,1
02213325000188,00669430000109,1
01735362000193,06628333000146,1
00006536157443,00007089159493,1
09358430000154,07551949000129,1
07002891000164,14932843000130,1
05914539000170,08370039000102,1
05080790000186,05364404000188,1
32773418000128,55643555000143,1
00004539092480,00010420768475,1
08295337000185,00037451251420,1
17534592000124,03965517000103,1
00048694975491,00083934570410,1
08370039000102,08679557000102,1
09685217000157,09350715000149,1
05931635000126,04453838000191,1
11896538000142,04275808000132,1
05760619000118,00079016472487,1
09122605000120,65817900000171,1
35422021000180,05927456000115,1
70097530000185,08965403000187,1
10779833000156,10529810000193,1
00016206983404,03014234000186,1
06103305000105,61198164000160,1
08852537000191,09089720000140,1
10833520000139,03030175000130,1
12734018000104,01819620000110,1
02307605000155,10207650000166,1
03186531000109,04023803000112,1
41218447000119,09151328000183,1
32773418000128,61068755000112,1
08220888000180,24116337000127,1
09248450000172,07800739000127,1
19051973000188,07324070000144,1
18312458000141,05259567000109,1
04043163000102,05896491000114,1
12466706000122,19894768000184,1
00009569928468,00028889176881,1
00008945308440,00002334047406,1
00995371000150,05150338000143,1
00004287538412,00087234114491,1
41141383000103,08370039000102,1
70097530000185,70100615000256,1
16098138000105,07148726000115,1
12040718000190,09329259000155,1
00002204496430,00008302577480,1
02629120000188,07543314000180,1
17644916000187,03063269000105,1
02956500000127,07681597000126,1
02974662000198,24116337000127,1
14172356000117,13439448000158,1
70100615000256,04604635000159,1
02629120000188,17318988000134,1
03743073000161,03668566000184,1
04034176000115,07046164000107,1
10779833000156,02718068000136,1
11118705000124,10218588000108,1
41152398000169,08306584000130,1
01356570000181,00006174371492,1
06047231000137,08599778000170,1
13312369000181,06948769000112,1
12610267000180,41222738000180,1
09362211000149,05887687000142,1
47193115000103,08719794000150,1
17398443000185,17425318000117,1
00007713456406,00002250249423,1
03255805000174,04828511000157,1
00008223456419,00009016475435,1
07227808000155,17312837000179,1
42799163000126,04064641000160,1
55643555000143,05967785000190,1
49324221000880,32734295000116,1
19757547000164,14666954000142,1
02483928000108,06234797000178,1
41205907000174,05074615000186,1
05932624000160,75014167000100,1
02896042000188,70104344000126,1
07384777000146,00011185191402,1
01496690000184,14866736000151,1
00010420768475,00011749024500,1
13312369000181,05015356000112,1
13174062000161,15417077000139,1
35425172000191,41118886000150,1
09163150000190,08600611000182,1
00005825881468,00049587277449,1
00000888826400,00000339709472,1
17496653000106,17455837000128,1
06151734000158,01721920000161,1
09912207000107,41141383000103,1
10575163000156,24504409000103,1
08649539000188,10213388000162,1
00879316000103,04654716000163,1
07575881000118,08991515000102,1
04309909000187,07543314000180,1
05110330000153,04523923000189,1
00004064231481,00005741739431,1
06115865000180,02212119000153,1
18379670000126,18632662000140,1
08720827000181,06983851000188,1
07275584000157,07526979000185,1
07697901000123,07124608000177,1
19508774000156,17398443000185,1
07526979000185,09304833000110,1
15414856000180,05329222000176,1
06224321000156,00046798854400,1
00014194210425,41151051000100,1
04591903000145,05757771000141,1
15218561000139,01722296000117,1
24504409000103,04654716000163,1
05548063000109,35423169000139,1
00091056420430,00009476481439,1
33530486003225,14958510000180,1
12153969000181,12306327000175,1
41146952000103,05452286000160,1
81887838000140,09007162000126,1
05782733000149,10831701000126,1
19420845000164,09065654000178,1
03092570000147,03086586000147,1
09140351000172,02517553000141,1
04023803000112,09362310000120,1
05015356000112,13312369000181,1
06880808000197,17489702000183,1
09065654000178,41203514000121,1
29992682000148,17017519000185,1
11071174000161,24116337000127,1
17512503000149,12698017000143,1
10291098000137,06039211000114,1
24506743000104,04438212000106,1
06224321000156,05782733000149,1
00003466136474,00005332315406,1
01615529000182,02503493000108,1
03977181000107,70120662000180,1
14676091000194,21262327000101,1
00002839250438,00006174371492,1
44363661000319,06628333000146,1
06697415000142,08922516000103,1
17312837000179,08649539000188,1
05896491000114,00995371000150,1
02212119000153,00008699658400,1
05080834000178,07804978000155,1
35419548000155,09358430000154,1
00010218422490,00001922435430,1
05514737000146,18043195000112,1
17020542000129,02199904000113,1
24116337000127,08439201000100,1
24116337000127,11071174000161,1
05165578000111,04408503000151,1
00301402000126,14101470000156,1
04654716000163,09339057000194,1
03776916000126,01722296000117,1
12040718000190,10757876000130,1
00010218422490,00011749024500,1
12115446000140,12209627000136,1
01789822000166,17318988000134,1
35396779000190,04866656000142,1
11989274000171,14949995000146,1
00009476481439,00022741681805,1
02223342000104,04170764000186,1
09676831000152,05285282000134,1
24109167000153,05531386000181,1
